CLE;NATURE;NOM;SITUATION;GEOMETRIE;X_LONG;Y_LAT
16299;Bande bilatérale;stehelin;pair et impair;LINESTRING (-0.621532884317742 44.8533849239665, -0.62188728685366 44.853597323519, -0.624781890509911 44.8553008077775, -0.62520266168883 44.8555531530311, -0.625458479341404 44.8556616633336, -0.626240303824618 44.8558975512114, -0.626692564757786 44.8559800730094, -0.627724099943703 44.8561528647136, -0.628541512112301 44.8562940070675, -0.629474489495214 44.856468213083, -0.629628547179425 44.8565092435625, -0.630223244998184 44.8566431516643, -0.630589150039282 44.8567277815091, -0.631953020065269 44.8570628958459, -0.632362961552712 44.8571327829172, -0.633459370111373 44.8572391345164, -0.633835041388648 44.8572776802487, -0.634117534425278 44.8572927148511, -0.634770592340996 44.8572733969995, -0.635245601709919 44.8571962524343, -0.636234954298457 44.8569348530413, -0.637581633476847 44.8565821235769);-0,621532884317742;44,8533849239665
16300;Bande bilatérale;de lattre de tassigny;pair et impair;LINESTRING (-0.613946225657947 44.8553165161025, -0.615001434726612 44.8555324499143, -0.616370732844729 44.8559480183588, -0.616563465052489 44.8560061243007, -0.617245390055452 44.8562228160784, -0.618441683025448 44.856597465204, -0.619900545415251 44.8570407738982, -0.622103795064105 44.8579176419904, -0.622677835687228 44.8581037738529, -0.623287948574829 44.8583015466, -0.62494534380667 44.8585293022182, -0.627567722855345 44.8588133096497, -0.627975567118771 44.8588658935526, -0.628663752025273 44.8589394483319, -0.628955045580548 44.8589895279258, -0.630054909471182 44.8592326389925, -0.630798960631255 44.8593966446828, -0.631342637703151 44.8595102848833, -0.633488000899529 44.8599671082013, -0.634141090439345 44.8601123757551, -0.634870499886353 44.8602647517802, -0.635827528930282 44.8604112955315);-0,613946225657947;44,8553165161025
16301;Bande unilatérale;ricard;pair et impair;LINESTRING (-0.538660373686577 44.8652217725413, -0.538565169938121 44.8649710709204, -0.5382969566435 44.8646483691509, -0.537652041267587 44.8640862347752, -0.537409073537868 44.8638815600227, -0.53727996748578 44.8636417294948, -0.537237240722857 44.8632389655581, -0.537309099702896 44.863010816234, -0.537451020582501 44.8627830119848, -0.537724686826138 44.8624236525379, -0.537815107343011 44.8622791492584, -0.538152234863604 44.8617427039453, -0.538446194230573 44.8605945252995, -0.538597893331748 44.8594480653169, -0.538783554280659 44.8587740015335, -0.538980534021669 44.8579008721707, -0.538979491398921 44.8577190360749, -0.539071936629008 44.8572758581447, -0.539107758794219 44.8566861713148, -0.539087769156241 44.8565298760226, -0.539131978285201 44.8557077959464, -0.539086980295577 44.855220789169, -0.538838627993531 44.8540293851621, -0.538703193550407 44.8535914903223, -0.538069224532945 44.8515667761561, -0.538069922088075 44.8514049734179);-0,538660373686577;44,8652217725413
16302;Aire piétonne;ste catherine;;LINESTRING (-0.574533413918359 44.8421576846238, -0.574511397719042 44.8420232555288, -0.574438037338363 44.8415796616966, -0.574363905102607 44.8411378936809, -0.574326822551533 44.8409136771995, -0.574278429077795 44.8406030685226, -0.574264576795077 44.8404961277388, -0.574217678010531 44.8402320436793, -0.574182096932779 44.8400258861691, -0.574119966783915 44.8396652638521, -0.57399764993307 44.8389222487157, -0.573935718659777 44.8385484683321, -0.573837275655602 44.8379330678663, -0.573784724256835 44.8376002496665, -0.573678605651907 44.8369569850638, -0.573506912326008 44.8358647469948, -0.573433598774607 44.8354073688887, -0.573347184956347 44.8349571581891, -0.573331257173241 44.8348779371935, -0.573241803766904 44.8342807205123, -0.573181967226721 44.8339099367691, -0.57305706767217 44.8331575435219, -0.572975101481248 44.8326319757622, -0.572935965659869 44.8324153000921, -0.572927393317722 44.8323403520998, -0.57287576892093 44.8320488513999, -0.572766380502931 44.8314301006367);-0,574533413918359;44,8421576846238
16303;Bande bilatérale;yser;pair et impair;LINESTRING (-0.568290394080741 44.8291795643106, -0.568402933675693 44.8288975965249, -0.568538472176343 44.8285700472269, -0.568684490315698 44.8281971288416, -0.568776179163707 44.828005714707, -0.569204306535395 44.8269414972896, -0.569384966154622 44.8265047048624, -0.569711329422501 44.8256860837276, -0.569880766534156 44.8252766664575, -0.569902897189138 44.8252130058181, -0.57029750141537 44.8242396447625, -0.570326109369268 44.8241722675881, -0.570665920390595 44.8233484463395, -0.570696730873285 44.8232757752398, -0.57109335563636 44.8223007254925, -0.571339312434725 44.8216885641178, -0.571820939334415 44.8204823080064);-0,568290394080741;44,8291795643106
16304;Bande bilatérale;carles vernet;pair et impair;LINESTRING (-0.544593195051129 44.823809431215, -0.544695038652988 44.8236893352029, -0.548843191205067 44.8208556453709, -0.548971377693319 44.8207668815862, -0.549325034434873 44.8205434404237, -0.549675282497705 44.820307853631, -0.549725344299184 44.8202740430345);-0,544593195051129;44,823809431215
16305;Bande unilatérale;paludate;pair et impair;LINESTRING (-0.554873044890113 44.829323037672, -0.554411117231515 44.8290908317933, -0.553814871253887 44.8288049887221, -0.552796471368661 44.8282891114998, -0.551758393144024 44.8277658229642, -0.550357092947209 44.8270624422336, -0.549440819019595 44.8265903711769, -0.548717478511506 44.8262356839407, -0.54816765940632 44.8259689929773, -0.547557838292093 44.8257185832347, -0.547216881555155 44.8256020227333, -0.547043088121261 44.8255423141257, -0.546591962233996 44.8253735176758, -0.546176915563849 44.8251677433731, -0.545405629690551 44.8246647290175, -0.544852188168358 44.8242686920621, -0.544723775150035 44.8240762306337, -0.544753462208102 44.8239703633898, -0.544700244582867 44.8238686106982, -0.544593195051129 44.823809431215);-0,554873044890113;44,829323037672
16306;Double sens;ayres;;LINESTRING (-0.571638438311358 44.8369615879341, -0.57202817203233 44.8369562903292, -0.572132949426357 44.8369412005966, -0.572349165881661 44.8369510776261, -0.572676548168395 44.8369508880981, -0.573067123503288 44.8369469117137, -0.573678605651907 44.8369569850638, -0.574000532332396 44.8369566027491, -0.574164466289431 44.8369400133764, -0.574430046000708 44.8368680742123, -0.574543575784417 44.8368369432113, -0.575175987762792 44.8366151142994, -0.575388045641644 44.8365110742419, -0.57540898047451 44.8364914094398, -0.575458052482816 44.8364232979776, -0.575508793163541 44.8363881936148, -0.575629294863457 44.8363531491015);-0,571638438311358;44,8369615879341
16307;Zone 30;alsace lorraine;;LINESTRING (-0.567210317246588 44.8380459741461, -0.567393178163019 44.8380569063413, -0.568273396171717 44.838002734038, -0.569866426424172 44.8378898021442, -0.570731127529367 44.8378202433584, -0.571779343363752 44.8377456383466, -0.5728275564815 44.8376710236851, -0.573784724256835 44.8376002496665, -0.575532352647641 44.8374735543469, -0.576155101395049 44.8374304733539, -0.576259332514537 44.8374188200483);-0,567210317246588;44,8380459741461
16308;Bande unilatérale;course;pair;LINESTRING (-0.574516749003258 44.8517176275641, -0.574620432685951 44.8516396045959, -0.57518074832762 44.8515205751385, -0.576172650372092 44.8513100635167, -0.577276005820053 44.8510774834957, -0.577802032353975 44.8509651935731, -0.578700830709204 44.8507810069389, -0.579291568947012 44.8506525325616, -0.57955769803233 44.8505946186469, -0.579865094569501 44.8505303615889, -0.580658108048136 44.8503619174543, -0.581770738323298 44.8501262985089);-0,574516749003258;44,8517176275641
16309;Bande unilatérale;foliole pont Saint Jean;;LINESTRING (-0.551359856619033 44.8350903701383, -0.551060015441816 44.8351756649852, -0.550668635988535 44.83517661869, -0.550367508143494 44.8350623360388, -0.550185901970014 44.8348825291123, -0.550132609121742 44.8346627769227, -0.550239604916728 44.8344309973935, -0.550458308437034 44.8342740110496, -0.550785126289819 44.8342012976394, -0.551305074431737 44.8342242552476);-0,551359856619033;44,8350903701383
16310;Double sens;rue de Ségur;pair;LINESTRING (-0.58856654192205 44.8257328215058, -0.588275862906388 44.8254880510309, -0.587989774112167 44.825333216394, -0.587112573581819 44.8251255865876, -0.58668341186642 44.8250452530917);-0,58856654192205;44,8257328215058
16387;Bande unilatérale;rue Diaz;impair;LINESTRING (-0.584707189971324 44.8229399187167, -0.582325758092867 44.822630919939);-0,584707189971324;44,8229399187167
16330;Double sens;rue Porte de la Monnaie;pair;LINESTRING (-0.563000024756415 44.8322315268352, -0.563470422424944 44.8318689964833);-0,563000024756415;44,8322315268352
16331;Double sens;rue Porte de la Monnaie;pair;LINESTRING (-0.562015583220255 44.832996231462, -0.563000024756415 44.8322315268352);-0,562015583220255;44,832996231462
16332;Double sens;rue Porte de la Monnaie;pair;LINESTRING (-0.561747631278561 44.8332037862907, -0.562015583220255 44.832996231462);-0,561747631278561;44,8332037862907
16333;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.563000024756415 44.8322315268352, -0.562812074055117 44.8321011213694, -0.562637639327291 44.8320173141452, -0.562366715550846 44.831937158302);-0,563000024756415;44,8322315268352
16334;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.564178308710556 44.8329697613856, -0.563927506628036 44.8328097984132);-0,564178308710556;44,8329697613856
16335;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.563642650349938 44.832633426006, -0.563225112438992 44.8323769834029);-0,563642650349938;44,832633426006
16336;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.562045196326952 44.8318166986623, -0.561676557489718 44.8315606115504);-0,562045196326952;44,8318166986623
16337;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.564904435775403 44.8333705695826, -0.564509287949017 44.833126311301);-0,564904435775403;44,8333705695826
16338;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.565278327919548 44.8336374721615, -0.564904435775403 44.8333705695826);-0,565278327919548;44,8336374721615
16339;Double sens;rue Camille Sauvageau;pair;LINESTRING (-0.563927506628036 44.8328097984132, -0.563642650349938 44.832633426006);-0,563927506628036;44,8328097984132
16511;Couloir bus;chateau d eau;impair;LINESTRING (-0.583092895569795 44.8393787564967, -0.583003066653325 44.8389095611656, -0.582918540030787 44.838348496489, -0.582943152200827 44.8382210677973);-0,583092895569795;44,8393787564967
21197;Double sens;rue Boileau;pair;LINESTRING (-0.562277683320703 44.864915892324, -0.561740460392297 44.8653165300462, -0.561150559043234 44.8657687168349, -0.561079721804602 44.8658439870964);-0,562277683320703;44,864915892324
21191;Double sens;rue Charles Durand;pair;LINESTRING (-0.55700721822042 44.8615181392983, -0.555820473050895 44.862100914709);-0,55700721822042;44,8615181392983
21198;Couloir bus;quai Armand Lalande;;LINESTRING (-0.554544211851046 44.8621469876149, -0.555328310294639 44.8617833536325);-0,554544211851046;44,8621469876149
21214;Double sens;rue Henri Deffès;pair;LINESTRING (-0.595972105504323 44.8447520248824, -0.597014894795576 44.8451038079366, -0.598418023821949 44.8455724648537);-0,595972105504323;44,8447520248824
21223;Double sens;rue Laporte;impair;LINESTRING (-0.620301604780692 44.849310289315, -0.620036433206702 44.8498582273843, -0.620035844606331 44.8499435542872);-0,620301604780692;44,849310289315
21227;Double sens;rue de Saget;impair;LINESTRING (-0.557175651666358 44.8283004578278, -0.556676085055988 44.8289575336879);-0,557175651666358;44,8283004578278
21228;Double sens;rue des Résiniers;pair;LINESTRING (-0.556015568079536 44.8286498398918, -0.556591319081573 44.8279431837231);-0,556015568079536;44,8286498398918
21231;Double sens;rue Pascal Mothes;pair;LINESTRING (-0.57258627635998 44.8247223273848, -0.57029750141537 44.8242396447625);-0,57258627635998;44,8247223273848
21239;Double sens;rue Espiot;pair;LINESTRING (-0.601348231817612 44.8371237940297, -0.602555289383876 44.8372191813798, -0.603839499845121 44.8373395878635);-0,601348231817612;44,8371237940297
21243;Double sens;rue Ermend Bonnal;impair;LINESTRING (-0.634637664533408 44.85317074804, -0.634332412349108 44.8540269159644);-0,634637664533408;44,85317074804
21245;Double sens;place Gustave Allaux;pair;LINESTRING (-0.634332412349108 44.8540269159644, -0.634763847941224 44.8541206102518);-0,634332412349108;44,8540269159644
21247;Double sens;rue Fragonard;pair;LINESTRING (-0.634604092207762 44.85448289108, -0.634763847941224 44.8541206102518);-0,634604092207762;44,85448289108
21248;Double sens;rue Ermend Bonnal;pair;LINESTRING (-0.634332412349108 44.8540269159644, -0.634203868612527 44.8544001807402);-0,634332412349108;44,8540269159644
21257;Double sens;rue Léonard Lenoir;impair;LINESTRING (-0.554742193705946 44.8423234401303, -0.55426855328979 44.8419338675727, -0.553930058731781 44.841657896577, -0.553871874656501 44.841603414014, -0.553728342265608 44.8413229751807);-0,554742193705946;44,8423234401303
20875;Double sens;rue Catherine et William Booth;pair;LINESTRING (-0.611447654820691 44.8283561839749, -0.611378938877566 44.8280656872416, -0.611243745604621 44.8271406880714, -0.611226320855575 44.8270807958063, -0.611208500022731 44.8270448780258, -0.611174028406686 44.8270078672091, -0.61107607068463 44.8269192721933, -0.611044973093093 44.8268795418735, -0.611037410140256 44.8268416770426, -0.611036562000641 44.8268018875449, -0.611045048096195 44.8267736926901, -0.611067730655675 44.8267437861383, -0.611112265683389 44.8267010249349, -0.611161611328082 44.8266784696572, -0.611236836294671 44.8266608582792);-0,611447654820691;44,8283561839749
20876;Double sens;rue du Professeur Thimothée Piéchaud;pair;LINESTRING (-0.613557154872536 44.8265026051484, -0.613419010592526 44.8265241079745, -0.612583540072735 44.8266427013151);-0,613557154872536;44,8265026051484
20877;Double sens;rue du Professeur Thimothée Piéchaud;pair;LINESTRING (-0.611236836294671 44.8266608582792, -0.611784832959842 44.8267076934874, -0.612054613718907 44.8267021924143, -0.612583540072735 44.8266427013151);-0,611236836294671;44,8266608582792
20885;Double sens;rue Cardinal Lavigerie;pair;LINESTRING (-0.604482637813485 44.8332621976361, -0.606141464727478 44.8336572602025);-0,604482637813485;44,8332621976361
20886;Double sens;rue Cardinal Lavigerie;pair;LINESTRING (-0.606787864616773 44.8338068494361, -0.608670657181142 44.8342541415108);-0,606787864616773;44,8338068494361
20887;Double sens;rue Cardinal Lavigerie;pair;LINESTRING (-0.606141464727478 44.8336572602025, -0.606787864616773 44.8338068494361);-0,606141464727478;44,8336572602025
20888;Double sens;rue Hazéra;impair;LINESTRING (-0.608542572301067 44.8437842985524, -0.608196433149871 44.8447025788419);-0,608542572301067;44,8437842985524
20889;Double sens;rue Henri Mérand;pair;LINESTRING (-0.612025542305061 44.8508664312794, -0.611900955336381 44.8508183170974, -0.610974227307027 44.8506645821695, -0.61093994258023 44.8506085577073, -0.611088879519088 44.8503058412987);-0,612025542305061;44,8508664312794
20890;Double sens;rue de Carruade;pair;LINESTRING (-0.612337713694342 44.8507354546251, -0.612260911057475 44.8505588085337, -0.612218677823424 44.8505295208182, -0.611305478510494 44.8503592346754, -0.611088879519088 44.8503058412987);-0,612337713694342;44,8507354546251
20894;Double sens;rue Charles Gounod;pair;LINESTRING (-0.63605423742417 44.8526425721666, -0.636143612594392 44.8523411812183, -0.636176258415554 44.8523046455783, -0.63624365260972 44.8523069969162, -0.636614061011128 44.8523749777739);-0,63605423742417;44,8526425721666
20898;Double sens;rue André Caverne;pair;LINESTRING (-0.577165928367383 44.8236093290854, -0.578058978429713 44.8236981690299);-0,577165928367383;44,8236093290854
20899;Double sens;rue André Caverne;pair;LINESTRING (-0.5763873224493 44.8236696613389, -0.576487429394463 44.8236449848866, -0.577052974306201 44.8236003595768, -0.577165928367383 44.8236093290854);-0,5763873224493;44,8236696613389
20330;Double sens;passage Birly;impair;LINESTRING (-0.574549934764835 44.8216877133423, -0.574602954275702 44.8221608624592, -0.575016249496095 44.8221615671401, -0.575719476610764 44.8221269439288, -0.575708959372026 44.8222878884106);-0,574549934764835;44,8216877133423
20430;Bande unilatérale;rue Emile Combes;pair;LINESTRING (-0.612622126531689 44.8325596216606, -0.613050429752133 44.8322694705272);-0,612622126531689;44,8325596216606
20490;;rue André Degain;;LINESTRING (-0.539365285745674 44.852924410257, -0.539364476086731 44.8529854186356, -0.539471556509084 44.8530731582965, -0.539534457266841 44.8531220066045, -0.53962762438351 44.8531626172977, -0.541691021496549 44.8535908012987);-0,539365285745674;44,852924410257
20436;Double sens;rue Joseph Lépine;;LINESTRING (-0.573484170187062 44.8739702998235, -0.573479594856171 44.8738496461262, -0.57353713225291 44.8737438880059, -0.573540815446438 44.8736664837578, -0.573436139252041 44.8735475303939, -0.573333031663427 44.8734599656399, -0.573199006199259 44.8734253472339, -0.572473396110709 44.8734584752633);-0,573484170187062;44,8739702998235
20440;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.56837210922876 44.8976468059208, -0.568296187295745 44.8976487338526, -0.568152664880635 44.8976927745736, -0.567936225041692 44.8978076495345, -0.566673384985197 44.897878545312, -0.566394138134511 44.8978675611585, -0.566214273856617 44.897818063788, -0.566003537408921 44.8976753096191);-0,56837210922876;44,8976468059208
20442;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.568225607734305 44.8980761197957, -0.568101652901459 44.8980678418626, -0.566174752834274 44.8981701601434, -0.565678446274624 44.898090302783);-0,568225607734305;44,8980761197957
20438;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.577644165485565 44.8973722724548, -0.577535655678871 44.89732703732, -0.577428636801018 44.8973098601954, -0.575310264121176 44.8974365435802, -0.575151659180868 44.897431522811, -0.575028293534659 44.897371528128, -0.574831329260772 44.8973324896242, -0.574727046215759 44.8973287360958);-0,577644165485565;44,8973722724548
20439;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.574727046215759 44.8973287360958, -0.57461488792062 44.8973369399793, -0.574465484190138 44.8973902714464, -0.574354749248099 44.89745608145, -0.574198151118615 44.8974915322712, -0.568821158588283 44.8977616417117, -0.5686016046657 44.8976770895032, -0.568435382148112 44.8976452741931, -0.56837210922876 44.8976468059208);-0,574727046215759;44,8973287360958
20441;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.577666884890101 44.8978029516206, -0.577455728184306 44.8977252686252, -0.576911307240396 44.8976545375816, -0.576542844813256 44.8976396237279, -0.575116471069651 44.8977076408343, -0.574951890727215 44.897741091214);-0,577666884890101;44,8978029516206
20443;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.57458715899383 44.8977515465271, -0.574445272251259 44.8977463604359, -0.568601050537342 44.8980523779379);-0,57458715899383;44,8977515465271
20446;Bande bilatérale;rue Jean Gabriel Domergue;;LINESTRING (-0.565597010043817 44.8915518291338, -0.565464789957303 44.8916512722437, -0.56521948608462 44.8917663256089);-0,565597010043817;44,8915518291338
20444;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.574951890727215 44.897741091214, -0.574944445210086 44.8977538459746, -0.574923008233814 44.8977780295746, -0.574895133075774 44.8977985417925, -0.574861919050023 44.8978147175651, -0.574824965851111 44.8978257860467, -0.574785516048042 44.8978313479197, -0.574745455832814 44.8978311638294, -0.574706055702635 44.8978252839847, -0.574669350678712 44.8978138246841, -0.574636518272112 44.8977973795369, -0.574608988969238 44.8977765342148, -0.57458715899383 44.8977515465271);-0,574951890727215;44,897741091214
20445;Bande unilatérale;cours Jules Ladoumègue;;LINESTRING (-0.568601050537342 44.8980523779379, -0.568584694461825 44.8980788332281, -0.568563260265687 44.8981031055356, -0.568535261766134 44.8981237100646, -0.568502051339166 44.8981399738882, -0.568464843725147 44.8981510482326, -0.568425266592867 44.8981566118667, -0.568384953189119 44.8981564334663, -0.568345547911629 44.8981504615187, -0.568308590965088 44.8981390080954, -0.568275628125705 44.8981224751746, -0.568248100972516 44.8981016283175, -0.568225607734305 44.8980761197957);-0,568601050537342;44,8980523779379
20491;Bande unilatérale;avenue de Mirande;impair;LINESTRING (-0.602353595276208 44.8442929349731, -0.602532923205874 44.8443785119027, -0.602610650767351 44.8445138767947, -0.602618025586237 44.8446722773904);-0,602353595276208;44,8442929349731
20492;Double sens;rue Anatole France;;LINESTRING (-0.628642562797774 44.8531100483867, -0.629287499716955 44.8541522867902);-0,628642562797774;44,8531100483867
20717;Double sens;place de la République;;LINESTRING (-0.580460983710859 44.8350627747751, -0.578409322754496 44.8352339715657);-0,580460983710859;44,8350627747751
20718;Double sens;rue Matignon;impair;LINESTRING (-0.58579139837986 44.8502476885607, -0.585307597866386 44.8505701057174);-0,58579139837986;44,8502476885607
20719;Double sens;place de la République;pair et impair;LINESTRING (-0.578338880521529 44.834807132519, -0.58032388979218 44.8346535277028);-0,578338880521529;44,834807132519
20720;Double sens;rue Barada;impair;LINESTRING (-0.585307597866386 44.8505701057174, -0.584951026657765 44.8502735313057, -0.584900913423401 44.8502761006608, -0.584295377006758 44.8508156590402);-0,585307597866386;44,8505701057174
20721;Double sens;rue Lagrange;pair;LINESTRING (-0.581339744412854 44.8521006470058, -0.581925981358465 44.8516716115387);-0,581339744412854;44,8521006470058
20722;Double sens;rue Lagrange;pair;LINESTRING (-0.582244593398864 44.851435391463, -0.582876956677299 44.8509724697824);-0,582244593398864;44,851435391463
20723;Double sens;rue Lagrange;pair;LINESTRING (-0.581925981358465 44.8516716115387, -0.582244593398864 44.851435391463);-0,581925981358465;44,8516716115387
20724;Double sens;rue Lagrange;pair;LINESTRING (-0.582876956677299 44.8509724697824, -0.583421943449317 44.8505565249523);-0,582876956677299;44,8509724697824
20725;Double sens;rue Alfred de Musset;impair;LINESTRING (-0.628531238423629 44.856295775859, -0.629182882154967 44.8547108033494);-0,628531238423629;44,856295775859
20726;Double sens;rue Edmond Rostand;pair;LINESTRING (-0.627716131727738 44.8561590641058, -0.628388102101407 44.8545446224575);-0,627716131727738;44,8561590641058
20727;Piste bidirectionnelle;rue Charles Domercq;impair;LINESTRING (-0.554898799892138 44.8293096218069, -0.555593559392858 44.8284532336946);-0,554898799892138;44,8293096218069
20728;Piste bidirectionnelle;rue Charles Domercq;impair;LINESTRING (-0.555593559392858 44.8284532336946, -0.556006419241362 44.8279621873798, -0.556238708579676 44.8277224310748);-0,555593559392858;44,8284532336946
21271;Double sens;rue Albert Thomas;impair;LINESTRING (-0.598280891797904 44.8274925461836, -0.59867192604735 44.8268888809928);-0,598280891797904;44,8274925461836
16514;Couloir bus;victor hugo;;LINESTRING (-0.56660323606301 44.8362298921095, -0.566837729042419 44.8360994923576, -0.567282954050889 44.8359232107572, -0.568084352360839 44.8357293633761, -0.568743183235883 44.8355700685084, -0.569055729676633 44.8354981101023, -0.569544491956833 44.835372880374, -0.57016412305173 44.8352144464298, -0.570560904603331 44.8351147083357, -0.570921422794501 44.8350549315026, -0.571306180880084 44.8350288033934);-0,56660323606301;44,8362298921095
16515;Couloir bus;saint louis;impair;LINESTRING (-0.568740142553706 44.859918449495, -0.568110904965361 44.8609195950939, -0.567851747712191 44.8613321765546, -0.566825890768281 44.8629729694649, -0.566347148176676 44.8637423864982);-0,568740142553706;44,859918449495
16516;Couloir bus;st louis;;LINESTRING (-0.571753239281915 44.8550794281881, -0.571483002105718 44.8555003846782, -0.571213197671028 44.8559304248943, -0.570826796815846 44.8565613974653, -0.570416521117249 44.8572200512183, -0.57009888041886 44.8577449115471, -0.569724493316778 44.8583269495513, -0.569103450597392 44.8593330695764, -0.568740142553706 44.859918449495);-0,571753239281915;44,8550794281881
16520;Couloir bus;croix de seguey;;LINESTRING (-0.586976553472817 44.8505160780827, -0.58993421051294 44.8516863937762, -0.590271981080926 44.8518270758083, -0.590549647700253 44.8519563209705, -0.592477488953156 44.8532117543577, -0.592588099274367 44.8533323950198, -0.592804589063751 44.8534247410015, -0.59338301072824 44.8538011271996);-0,586976553472817;44,8505160780827
16521;Couloir bus;verdun;;LINESTRING (-0.577849935355026 44.8453049191938, -0.577248781907916 44.8462067862331, -0.577223967810219 44.8462517056572, -0.576990711556522 44.846618458437, -0.576741807301314 44.8470289410441, -0.576662776495461 44.8471489798041, -0.576230856431092 44.8478341927979, -0.575790700997705 44.8486173997697, -0.575636878712168 44.8488463525956);-0,577849935355026;44,8453049191938
16527;Couloir bus;place Gambetta;pair;LINESTRING (-0.580925216986096 44.8416026240227, -0.580985152533681 44.8415585801879, -0.581030948891433 44.8414968750268, -0.581056021171767 44.8414358220077, -0.581035516953161 44.84080049707, -0.580986223229955 44.8406918795086);-0,580925216986096;44,8416026240227
16538;Couloir bus;tauzin;;LINESTRING (-0.602310113346157 44.8186926700267, -0.602326157221922 44.8188865590948, -0.602200991367504 44.8191883334705, -0.602032690157334 44.8200878164032, -0.601891601787584 44.8209509450008, -0.60177838815441 44.8214561958125, -0.60173868647675 44.8215398776855, -0.600945301816064 44.8226936278823, -0.600719632129532 44.8230846994669, -0.600724541885914 44.8232220090919);-0,602310113346157;44,8186926700267
16539;Couloir bus;chateau d eau;impair;LINESTRING (-0.583220227865964 44.8401434972745, -0.583240691528449 44.8402872525532, -0.583411151056981 44.8411508951662, -0.58348015392672 44.8414663474506);-0,583220227865964;44,8401434972745
16541;Couloir bus;bonnac;;LINESTRING (-0.583220227865964 44.8401434972745, -0.58479066368512 44.8400065670196, -0.586076053068565 44.8398791386216, -0.586322035202934 44.8397893226885, -0.586634366109714 44.839677236825, -0.587129413802563 44.8393885966491, -0.587380262289405 44.8392346673244, -0.588504164719757 44.8388403466607, -0.588750377178099 44.8387848388729);-0,583220227865964;44,8401434972745
16543;Couloir bus;cauderan;;LINESTRING (-0.594379607361368 44.8455578462967, -0.594697959693142 44.8455947234901, -0.595629275073725 44.8459943604939, -0.596147092792283 44.8462243718886, -0.596442779205707 44.8463159193681, -0.597238125268079 44.8464925650286, -0.598135529065267 44.8466670596336);-0,594379607361368;44,8455578462967
16544;Couloir bus;balguerie;pair;LINESTRING (-0.570776928563905 44.8555896465141, -0.570661440362451 44.855669477141, -0.570094335151886 44.8560658720195, -0.569472997165357 44.8564966635345, -0.569420203304839 44.8565337205107, -0.568940874567383 44.8568753803937, -0.56891711794569 44.8568905380477, -0.568813315380737 44.8569587402412, -0.56832263679726 44.8573012936034, -0.567584858913475 44.8578134629541, -0.567303866599626 44.8580185533575, -0.566864446473689 44.8583260738198);-0,570776928563905;44,8555896465141
16550;Couloir bus;avenue d'Arès;pair;LINESTRING (-0.611261396199908 44.8383120485597, -0.612278898719978 44.8383881258023, -0.613586048634865 44.8383486101676, -0.614702053845072 44.8384226191365);-0,611261396199908;44,8383120485597
16552;Couloir bus;daney;impair;LINESTRING (-0.565301995870983 44.8703670648131, -0.565257347105726 44.8703865689589, -0.563844575831375 44.8710073088316, -0.562437756921154 44.8716080264515, -0.562011795207167 44.871785027733, -0.55897784657957 44.8730801198398, -0.558969069648339 44.8730836370369);-0,565301995870983;44,8703670648131
16553;Couloir bus;;impair;LINESTRING (-0.606855612963917 44.8396590462435, -0.61224264101653 44.8392333479009, -0.612660789986946 44.8392084544715, -0.613142677276163 44.8391198295439, -0.614113687244253 44.8388945099068);-0,606855612963917;44,8396590462435
16558;Couloir bus;cours de la Somme;impair;LINESTRING (-0.572366544976321 44.8299774968012, -0.572298149921481 44.8296502200649, -0.572280879565155 44.8295043815781, -0.572294539715095 44.8292530785899);-0,572366544976321;44,8299774968012
16561;Couloir bus;;pair;LINESTRING (-0.556368289160519 44.812835039544, -0.556634886036764 44.8126969884647, -0.556775188831473 44.8126327881154, -0.557011263632329 44.8125497384782, -0.557193414797854 44.8124992721944, -0.557486327366836 44.8124349821533, -0.557728280062414 44.812400029965, -0.557997145951123 44.8123808100705, -0.558215649652269 44.8123801000968, -0.558484118024165 44.8123995357843, -0.558860291579574 44.8124499213347, -0.559288961131833 44.8125265877095, -0.559993079230511 44.8126352575884, -0.560446818100489 44.8127079822361, -0.560917006902942 44.8127827123502, -0.561103194635425 44.8128139961525);-0,556368289160519;44,812835039544
16564;Double sens;avenue d'Eysines;pair;LINESTRING (-0.595796927828569 44.8536349919408, -0.596149763468941 44.8537366265661, -0.597443213208116 44.854021487351, -0.597532426064466 44.8540447011859, -0.597647431317967 44.8540773689992, -0.598316703450696 44.8542897039794);-0,595796927828569;44,8536349919408
16568;Couloir bus;chateau d eau;impair;LINESTRING (-0.583092895569795 44.8393787564967, -0.583003265708487 44.8389107259494);-0,583092895569795;44,8393787564967
