CLE;NATURE;NOM;SITUATION;GEOMETRIE;X_LONG;Y_LAT
16522;Couloir bus;;pair;LINESTRING (-0.579876349807524 44.8418796530838, -0.579470791053881 44.8425844102265);-0,579876349807524;44,8418796530838
15788;Bande unilatérale;foch;impair;LINESTRING (-0.574961273957713 44.8462057906435, -0.574971440197952 44.8463920278137, -0.575091796890623 44.8470316012992, -0.575399446824137 44.8486606793841);-0,574961273957713;44,8462057906435
15783;Aire piétonne;hotel de ville;;LINESTRING (-0.578968660035867 44.8384683832471, -0.578904631592152 44.8381489891613);-0,578968660035867;44,8384683832471
16518;Couloir bus;albret;;LINESTRING (-0.580460983710859 44.8350627747751, -0.58032388979218 44.8346535277028, -0.579840344175807 44.8332324038937);-0,580460983710859;44,8350627747751
15787;Double sens;pilier de tutelle;;LINESTRING (-0.573772050160419 44.8421367372508, -0.573716176020519 44.8418565403022, -0.57358241493894 44.841202523446, -0.573449525179525 44.8405665852728, -0.573408620063357 44.8404827438116, -0.573379825591635 44.8402451151323, -0.573360418470404 44.840046556799);-0,573772050160419;44,8421367372508
15781;Bande bilatérale;beck;pair et impair;LINESTRING (-0.550554811838793 44.8223481796504, -0.549967128277213 44.8208418354907);-0,550554811838793;44,8223481796504
15880;Zone 30;pey berland;;LINESTRING (-0.578886877881106 44.8370602917783, -0.578815886761176 44.8370995477453, -0.578663163184491 44.8371559672618, -0.578560839546314 44.8371840475748, -0.578416196819414 44.8372075133229, -0.576259332514537 44.8374188200483);-0,578886877881106;44,8370602917783
15891;Double sens;st simeon;;LINESTRING (-0.573210973142082 44.8389783019855, -0.57195524617331 44.8390654688735);-0,573210973142082;44,8389783019855
15764;Piste bidirectionnelle;domergue;pair et impair;LINESTRING (-0.568231491248482 44.8882639345813, -0.568296544470821 44.8880950690514, -0.568454960224793 44.8877541087657, -0.56874865063838 44.8876902280147, -0.569095880495483 44.8873392964147, -0.569198575625083 44.8871849244474, -0.569211317435264 44.8871022824194);-0,568231491248482;44,8882639345813
15749;Couloir bus;boulevard du Maréchal Leclerc;pair;LINESTRING (-0.597447510595488 44.8308262511721, -0.596565397412453 44.8302498715131);-0,597447510595488;44,8308262511721
15800;Couloir bus;judaique;;LINESTRING (-0.592241837623994 44.8407765392436, -0.593262920214265 44.8406966484828, -0.594119787085327 44.8406208542406, -0.595254762064311 44.8405380688362, -0.59639874508881 44.840447510556, -0.596931312950457 44.8404055450905, -0.598141689772777 44.8403117894842);-0,592241837623994;44,8407765392436
16230;Double sens;rue de Lentillac;pair;LINESTRING (-0.560587192961631 44.8293105521136, -0.561393261204993 44.8289763488921, -0.561580863443503 44.8289149870477);-0,560587192961631;44,8293105521136
15804;Double sens;jardin public;;LINESTRING (-0.574963313299431 44.8532791070932, -0.574353164640877 44.8542135752377, -0.574174366190991 44.8545423978894, -0.573862095658839 44.8550509774425, -0.573584597728074 44.855501623616, -0.572810861721808 44.8567456884729);-0,574963313299431;44,8532791070932
15884;Aire piétonne;st remi;;LINESTRING (-0.57358241493894 44.841202523446, -0.574363905102607 44.8411378936809);-0,57358241493894;44,841202523446
16517;Couloir bus;ratabou;;LINESTRING (-0.565627018484102 44.8915514301839, -0.565737160265883 44.8928055806141, -0.565947809796302 44.8948738745651);-0,565627018484102;44,8915514301839
15959;Double sens;jj bel;;LINESTRING (-0.575402993074452 44.8432958279921, -0.576134018560285 44.8427584985909);-0,575402993074452;44,8432958279921
15913;Aire piétonne;metivier;;LINESTRING (-0.573101722260225 44.8405848931652, -0.573124870973801 44.8412397712754);-0,573101722260225;44,8405848931652
15917;Couloir bus;bechade;pair;LINESTRING (-0.598115892388416 44.8254787620321, -0.598230844031749 44.8254040517842, -0.598707429560416 44.825082068226);-0,598115892388416;44,8254787620321
15928;Couloir bus;cours de la Marne;impair;LINESTRING (-0.571837632333073 44.8306712372947, -0.570897135565234 44.8304556502871, -0.569862592415229 44.8302237294191);-0,571837632333073;44,8306712372947
15957;Couloir bus;juin;;LINESTRING (-0.586070274889441 44.8350719652663, -0.583353311164998 44.8358776687784, -0.582536670055814 44.8361046242891, -0.582425191231468 44.836101468135);-0,586070274889441;44,8350719652663
15941;Bande unilatérale;;impair;LINESTRING (-0.60283567621333 44.8421012092692, -0.6023263607935 44.8420292308508, -0.601864045231317 44.8419920657456, -0.601025756105089 44.8417818573286, -0.600015500517164 44.8414679069004);-0,60283567621333;44,8421012092692
15956;Double sens;castillon;;LINESTRING (-0.575953589855079 44.8400377016343, -0.576114055963535 44.8409930074127);-0,575953589855079;44,8400377016343
15950;Double sens;louis;;LINESTRING (-0.572965969150206 44.8422072691657, -0.573140323707657 44.8430524235877);-0,572965969150206;44,8422072691657
15955;Zone 30;saens;;LINESTRING (-0.609917131184437 44.8233177106898, -0.610312711420444 44.8230920240882, -0.610650678167397 44.8227933058911);-0,609917131184437;44,8233177106898
16501;Couloir bus;rue du Château d'Eau;impair;LINESTRING (-0.583193898458846 44.8400418143054, -0.583092895569795 44.8393787564967);-0,583193898458846;44,8400418143054
15914;Couloir bus;martyrs;;LINESTRING (-0.585719555281435 44.8423266131364, -0.584518767394821 44.8419893458693);-0,585719555281435;44,8423266131364
16399;Double sens;rue Cérey;pair;LINESTRING (-0.619782457020055 44.8529840606235, -0.619674308105028 44.8532520719109);-0,619782457020055;44,8529840606235
16500;Couloir bus;rue du Château d'Eau;impair;LINESTRING (-0.583220227865964 44.8401434972745, -0.583193898458846 44.8400418143054);-0,583220227865964;44,8401434972745
15762;Piste bidirectionnelle;labarde;impair;LINESTRING (-0.550589577335096 44.8960209512621, -0.549483963043831 44.8940235065868, -0.549232686985416 44.8933354796568, -0.549017961719453 44.8915487959495, -0.549005776610505 44.8906565868251, -0.54902748770556 44.8892023117515, -0.549293707069323 44.8876630391796, -0.549344858030429 44.8875678533713);-0,550589577335096;44,8960209512621
16404;Double sens;treuil;pair;LINESTRING (-0.581692915070219 44.8244027416603, -0.582927970185802 44.8248128145834, -0.582929016612635 44.8248153939767);-0,581692915070219;44,8244027416603
15831;Bande unilatérale;lachassaigne;impair;LINESTRING (-0.590149403529206 44.8409465267745, -0.590002694500386 44.8415321789774, -0.589909885388075 44.8419791170328, -0.589765343097618 44.8425386668823, -0.589670266505845 44.8427115591066, -0.589550181491423 44.842946405176, -0.589402165375405 44.8432166331481, -0.588892800164891 44.8441659384373);-0,590149403529206;44,8409465267745
15780;Double sens;bubes;pair;LINESTRING (-0.609375028156018 44.8223500389334, -0.60807357626237 44.8230164895001);-0,609375028156018;44,8223500389334
15778;Zone 30;despagnet;;LINESTRING (-0.598485382478579 44.8314213898255, -0.602620440166058 44.8304121515341);-0,598485382478579;44,8314213898255
15909;Aire piétonne;st projet;;LINESTRING (-0.574345432810005 44.8388935791354, -0.574416504843848 44.8392391473086);-0,574345432810005;44,8388935791354
16017;Couloir bus;saint louis;impair;LINESTRING (-0.568740142553706 44.859918449495, -0.568110904965361 44.8609195950939, -0.567851747712191 44.8613321765546, -0.566825890768281 44.8629729694649, -0.566347148176676 44.8637423864982);-0,568740142553706;44,859918449495
16346;Double sens;rue Dufau;impair;LINESTRING (-0.580574181945986 44.8372792538738, -0.580459652964963 44.8366404015621);-0,580574181945986;44,8372792538738
16313;;rue de Ségur;;LINESTRING (-0.584936013246402 44.8247543288906, -0.584090217486188 44.8247744927458);-0,584936013246402;44,8247543288906
15773;Aire piétonne;augustins;;LINESTRING (-0.572935965659869 44.8324153000921, -0.572121550643678 44.8324329446217);-0,572935965659869;44,8324153000921
15878;Zone 30;ravez;;LINESTRING (-0.5728275564815 44.8376710236851, -0.572740285815929 44.837243720017, -0.572676548168395 44.8369508880981, -0.572568996152305 44.8363598243937);-0,5728275564815;44,8376710236851
15827;Aire piétonne;parlement ste catherine;;LINESTRING (-0.57226917923501 44.8406060769563, -0.573101722260225 44.8405848931652, -0.573449525179525 44.8405665852728, -0.573853732695292 44.840543171911, -0.574264576795077 44.8404961277388);-0,57226917923501;44,8406060769563
15908;Aire piétonne;ste catherine;;LINESTRING (-0.574182096932779 44.8400258861691, -0.574480440279801 44.8399757086335);-0,574182096932779;44,8400258861691
16315;Double sens;rue Laboye;pair;LINESTRING (-0.58668341186642 44.8250452530917, -0.586620378139996 44.8237194431632);-0,58668341186642;44,8250452530917
16489;Couloir bus;canolle;;LINESTRING (-0.601762469756251 44.8271244771141, -0.6019259022618 44.8274547688311, -0.602050988503119 44.8275826890692, -0.60273569493331 44.8287308161015, -0.602832438585107 44.8288568404353, -0.603079220267549 44.8289894641992);-0,601762469756251;44,8271244771141
15907;Bande unilatérale;burguet;impair;LINESTRING (-0.577871320852776 44.8320179840347, -0.577977110445273 44.8326186484794);-0,577871320852776;44,8320179840347
16493;Couloir bus;ste croix;;LINESTRING (-0.560243537715866 44.8322424159084, -0.558894463963526 44.8314638144833, -0.558829300397092 44.8314130659855);-0,560243537715866;44,8322424159084
15772;Double sens;boucheries;;LINESTRING (-0.569447042440461 44.8359128157108, -0.569109613336852 44.8355443426341, -0.569055729676633 44.8354981101023);-0,569447042440461;44,8359128157108
16044;Bande unilatérale;mestrezat;pair;LINESTRING (-0.594901081322149 44.8290014225999, -0.595472992091697 44.8287457149141, -0.595733192826433 44.8286129086864, -0.597220798951241 44.8277466800466, -0.597530815370241 44.8275583353521, -0.597620114251183 44.8275329010424, -0.597997999001965 44.8275273466511, -0.598280891797904 44.8274925461836);-0,594901081322149;44,8290014225999
16049;Bande unilatérale;argonne;pair;LINESTRING (-0.580167743443516 44.8230938608788, -0.580267125705674 44.8230086694458, -0.580451268254101 44.8228963082143, -0.580696278190141 44.8227572585595, -0.582167129013149 44.8219258964846, -0.582310901479183 44.8218300269227);-0,580167743443516;44,8230938608788
16483;Bande bilatérale;jj bosc;pair et impair;LINESTRING (-0.554919901155066 44.8137104025893, -0.555540305865945 44.8133810461248);-0,554919901155066;44,8137104025893
16486;Couloir bus;victor hugo;;LINESTRING (-0.571299466244198 44.8349776683427, -0.572037535763766 44.8349450420653, -0.573336140712868 44.834895439597, -0.573729765418958 44.8349306398201, -0.57432460363743 44.8349890645294);-0,571299466244198;44,8349776683427
15906;Aire piétonne;merci;;LINESTRING (-0.57399764993307 44.8389222487157, -0.573861228839806 44.8389313977035, -0.573596234132855 44.8389578262175);-0,57399764993307;44,8389222487157
15905;Aire piétonne;remparts;;LINESTRING (-0.579669365600675 44.8406800738481, -0.579671803732763 44.8405828000762, -0.578968660035867 44.8384683832471);-0,579669365600675;44,8406800738481
15855;Bande bilatérale;pelouse de douet;pair et impair;LINESTRING (-0.609740416212559 44.8289787761578, -0.611461634947947 44.828401502115, -0.611829520313378 44.8282828073437, -0.6120135870544 44.8282103035233, -0.612870656969016 44.8278140257418);-0,609740416212559;44,8289787761578
15904;Aire piétonne;daurade;;LINESTRING (-0.574470841274045 44.8418104082553, -0.573716176020519 44.8418565403022);-0,574470841274045;44,8418104082553
15826;Bande bilatérale;esprit des lois;pair et impair;LINESTRING (-0.57048236771948 44.8433071802659, -0.571048034316499 44.8432572725579, -0.571771655376631 44.8431879916907, -0.573140323707657 44.8430524235877, -0.574036961331003 44.8429596795228, -0.574118147172737 44.8429294750705, -0.574346326997338 44.8429052832111);-0,57048236771948;44,8433071802659
15902;Zone 30;godart;;LINESTRING (-0.57623263666771 44.8499512072972, -0.575874582685946 44.8505089752051);-0,57623263666771;44,8499512072972
15903;Double sens;;;LINESTRING (-0.585819539167994 44.8502379740368, -0.586565221736587 44.85108096665, -0.586956313619898 44.8516408360247);-0,585819539167994;44,8502379740368
16482;Couloir bus;jj bosc;impair;LINESTRING (-0.551495742311384 44.8155345570314, -0.552475294012915 44.8150114128908);-0,551495742311384;44,8155345570314
16461;Bande unilatérale;treuil;impair;LINESTRING (-0.581692915070219 44.8244027416603, -0.582927970185802 44.8248128145834, -0.582929016612635 44.8248153939767);-0,581692915070219;44,8244027416603
16444;Couloir bus;;pair;LINESTRING (-0.545279312361166 44.8187749623786, -0.546434317073739 44.8181540741815, -0.546434317073739 44.8181540741815);-0,545279312361166;44,8187749623786
16446;Bande unilatérale;;pair;LINESTRING (-0.557006034411007 44.8520219156266, -0.547887763948865 44.856799827885);-0,557006034411007;44,8520219156266
16448;Bande unilatérale;;impair;LINESTRING (-0.602832354959089 44.8421108630792, -0.60401146670369 44.8423244995251, -0.604128114091056 44.8423594508482, -0.60504234457522 44.8426740687724, -0.606804401629203 44.8431239626841);-0,602832354959089;44,8421108630792
16456;Double sens;rue Laplace;;LINESTRING (-0.537726597540427 44.8484358471234, -0.537684028932715 44.8490787097463);-0,537726597540427;44,8484358471234
16422;Double sens;;impair;LINESTRING (-0.55020238818844 44.8408159875815, -0.550067676613555 44.8401400918665, -0.549396642803233 44.8402652456988);-0,55020238818844;44,8408159875815
15771;Bande unilatérale;larminat;pair;LINESTRING (-0.588543641656744 44.8344906128113, -0.589747759985143 44.8341459035831);-0,588543641656744;44,8344906128113
15892;Bande unilatérale;bersot;pair;LINESTRING (-0.5932730786147 44.8454507309975, -0.592907804495292 44.8462956957436, -0.592793419690419 44.846741605954);-0,5932730786147;44,8454507309975
15890;Couloir bus;nouaux;;LINESTRING (-0.5932730786147 44.8454507309975, -0.593625230269983 44.8456579687399, -0.594634135500913 44.8471001075238, -0.596041769533425 44.8476587336651);-0,5932730786147;44,8454507309975
15875;Double sens;guienne;;LINESTRING (-0.573433598774607 44.8354073688887, -0.57283977488755 44.8354408796812);-0,573433598774607;44,8354073688887
15867;Bande unilatérale;kieser;impair;LINESTRING (-0.594657399072903 44.842739343272, -0.594165671935003 44.8429025181658, -0.59406236387951 44.8429534339854);-0,594657399072903;44,842739343272
15870;Double sens;fausset;;LINESTRING (-0.570805059930596 44.8398136520266, -0.570668525236624 44.8401233084324, -0.570360782931151 44.840806314217);-0,570805059930596;44,8398136520266
15874;Aire piétonne;margaux;;LINESTRING (-0.575091332312041 44.8404347550584, -0.574782178746027 44.8405127482682, -0.574278429077795 44.8406030685226);-0,575091332312041;44,8404347550584
15856;Bande bilatérale;gautier;pair et impair;LINESTRING (-0.598310190209721 44.8314722417271, -0.598335427820534 44.831513511721, -0.598407875688136 44.8318910950713, -0.598451383281563 44.8323322905617, -0.598521601283433 44.8329031696682, -0.59854386711564 44.8332353174033, -0.598549193623365 44.8333428866712, -0.598654488814747 44.8340821000076, -0.598754067347979 44.8352769471755, -0.59876899679768 44.8357591327405, -0.598856773451301 44.8366069079159);-0,598310190209721;44,8314722417271
15863;Double sens;pas st georges;;LINESTRING (-0.571779343363752 44.8377456383466, -0.571807267825657 44.8379652784976, -0.571834220749752 44.8381488269216, -0.571873854256156 44.8384000780392, -0.571915593382879 44.8387322452763, -0.57195524617331 44.8390654688735, -0.571974215082289 44.8394428505288, -0.571990647696615 44.8397486979219, -0.571991128972063 44.8401015274665, -0.571840443308147 44.8404748660203);-0,571779343363752;44,8377456383466
15888;Piste unidirectionnelle;pont st jean;pair et impair;LINESTRING (-0.552193106253877 44.8342422056759, -0.552042493761178 44.8342551047447, -0.551847970293138 44.8342477552777, -0.551689833793187 44.8342145879345, -0.550439777683932 44.8335789065355, -0.550281808808805 44.8335566316859, -0.550143955694702 44.8335731837336, -0.550052168095492 44.8336038820854);-0,552193106253877;44,8342422056759
15895;Aire piétonne;intendance;;LINESTRING (-0.574533413918359 44.8421576846238, -0.574600762919969 44.8421269235247, -0.574739666065032 44.8421025624068, -0.576148843803339 44.8420000052438, -0.577359048437314 44.8419087300948, -0.578146527208957 44.8418384814509, -0.579143931127326 44.841766219083, -0.579355662729057 44.8417504613961, -0.579723668300367 44.8417270851, -0.579923519856763 44.8417157536885);-0,574533413918359;44,8421576846238
15899;Bande unilatérale;mandel;pair;LINESTRING (-0.586391677785839 44.8431408442719, -0.588813134329554 44.8428263321761, -0.589670266505845 44.8427115591066, -0.591227699798308 44.8425011754628, -0.594156651023834 44.8421146809544, -0.595007247028674 44.8420009742858, -0.595590015936592 44.8419252705761, -0.596785599135747 44.841762364882, -0.599307656175166 44.8414424644151);-0,586391677785839;44,8431408442719
15916;Bande bilatérale;jude;pair et impair;LINESTRING (-0.627723602739023 44.8620737541839, -0.628724244719451 44.8628941390625, -0.628828515545539 44.8629609001083, -0.629068392660979 44.8630710825701, -0.629864833880868 44.863400349333, -0.630461983428374 44.8636463333177, -0.630598221874876 44.8637258561657, -0.631537470251233 44.8644573723873, -0.632050001994332 44.8647853205208);-0,627723602739023;44,8620737541839
15920;Couloir bus;rue Docteur Charles Nancel Pénard;pair;LINESTRING (-0.580987552349125 44.8401592801867, -0.581278711241651 44.839690164859);-0,580987552349125;44,8401592801867
15921;Couloir bus;rue Docteur Charles Nancel Pénard;pair;LINESTRING (-0.581278711241651 44.839690164859, -0.581589128457676 44.8392009850062);-0,581278711241651;44,839690164859
15922;Couloir bus;rue Docteur Charles Nancel Pénard;impair;LINESTRING (-0.581589128457676 44.8392009850062, -0.581762040093428 44.8388664772871);-0,581589128457676;44,8392009850062
15925;Couloir bus;place André Meunier dit Mureine;impair;LINESTRING (-0.561580863443503 44.8289149870477, -0.561794728327688 44.8284266344412);-0,561580863443503;44,8289149870477
15934;Bande unilatérale;rue Jules Ferry;pair et impair;LINESTRING (-0.608542572301067 44.8437842985524, -0.609035029808204 44.8439869530544, -0.609303269341458 44.8441333883051, -0.609599566501229 44.8443052371263, -0.609779147463646 44.8444512400606, -0.6098446922245 44.844553566448);-0,608542572301067;44,8437842985524
15948;Bande unilatérale;place André Meunier dit Mureine;impair;LINESTRING (-0.56132596176231 44.82946650855, -0.561580863443503 44.8289149870477);-0,56132596176231;44,82946650855
15967;Bande unilatérale;croix de seguey;impair;LINESTRING (-0.585300454795921 44.8498206777349, -0.585715098501058 44.8499821918392, -0.58623252726119 44.8501877583209, -0.589950799469688 44.8516579454029, -0.59050701276797 44.8518960504691, -0.591422604813184 44.8524851200272, -0.592510688703458 44.8531998967332, -0.592603979930234 44.8533007256731);-0,585300454795921;44,8498206777349
15968;Bande unilatérale;jean soula;pair;LINESTRING (-0.58934795261781 44.8410035175626, -0.590002694500386 44.8415321789774, -0.591227699798308 44.8425011754628, -0.591687035936187 44.8430957183945, -0.592079718033648 44.8436080475768, -0.592101333158914 44.8436561893559, -0.592034430483014 44.8440878987004, -0.591851480942111 44.8451176268084);-0,58934795261781;44,8410035175626
15969;Double sens;argentier;;LINESTRING (-0.570479225164403 44.8396347976342, -0.570234865439438 44.8396020185529, -0.570204842275587 44.8395731439527, -0.570175007182795 44.8395330034143, -0.570021582609898 44.8393291009597, -0.569773622972652 44.8390114200303, -0.569641767627369 44.8388163889932, -0.569524633970359 44.8384952341123);-0,570479225164403;44,8396347976342
15970;Bande unilatérale;tourny;impair;LINESTRING (-0.577021213412513 44.8451950384177, -0.576955441237948 44.8449820835077, -0.576303583019233 44.8445107305839, -0.57587034191903 44.8441974424614, -0.575145874762441 44.8436861171852, -0.574631725561957 44.8433175348404, -0.574559151991461 44.8429478723889, -0.574594556674765 44.8428818123073);-0,577021213412513;44,8451950384177
15972;Bande bilatérale;pierre 1er;pair et impair;LINESTRING (-0.593406574864606 44.8537789439348, -0.593038588327084 44.8543092485058, -0.591829023667717 44.8559335731584, -0.591075808692309 44.8569461588394, -0.590781187288607 44.8573314516343, -0.589583023685335 44.8589720531227, -0.589377690536819 44.8592133690255);-0,593406574864606;44,8537789439348
15973;Bande unilatérale;martinique;impair;LINESTRING (-0.568116865765252 44.8524594598329, -0.569968370564568 44.8532963476955, -0.570369767300882 44.8534753576486, -0.572233742745998 44.8543019106386, -0.572686901445592 44.854506672715, -0.573649986353171 44.8549328759248, -0.573862095658839 44.8550509774425);-0,568116865765252;44,8524594598329
15975;Bande unilatérale;ferrere;pair;LINESTRING (-0.570870871378656 44.8482629139132, -0.572696464288935 44.8480772560451, -0.574082189177637 44.8479433067858, -0.575245305013912 44.847835971287, -0.57554281790674 44.8478125722332, -0.576049516537186 44.8477707991685, -0.576230856431092 44.8478341927979);-0,570870871378656;44,8482629139132
15976;Bande unilatérale;armagnac;pair;LINESTRING (-0.554700489268126 44.8222625823905, -0.550444857693406 44.8209724045625, -0.55035286840307 44.820946089823, -0.550274822250449 44.8209262759776, -0.549967128277213 44.8208418354907, -0.549458457429879 44.8206794410086, -0.549325034434873 44.8205434404237);-0,554700489268126;44,8222625823905
15977;Bande bilatérale;pompidou;pair et impair;LINESTRING (-0.602963071338445 44.8305693061615, -0.602896650539156 44.8307521136222, -0.602712135526593 44.8311355791412, -0.602616500071192 44.831353272213, -0.602538465624906 44.8315831995872, -0.602380729916709 44.8322047138194, -0.602304647776684 44.8324800705048, -0.602183122125416 44.8329559466199, -0.602119395738176 44.8330746198993, -0.60202304528668 44.8331716251615, -0.601814526782447 44.8333029886641, -0.601727793982397 44.8333412261013, -0.601571950144619 44.8333857044835, -0.601427186585322 44.833402897503, -0.598717066341106 44.8333389284275);-0,602963071338445;44,8305693061615
15978;Bande bilatérale;pasteur;pair et impair;LINESTRING (-0.625015394100907 44.8473933826887, -0.625352388852304 44.8474201240498, -0.625765536902543 44.8474255212188, -0.627300281675168 44.8474799473482, -0.627518387547732 44.8474666907276, -0.627907364717343 44.8473959196137, -0.62804422253761 44.8473472365823, -0.628415063223787 44.847187589371, -0.629291195427066 44.8468558966506, -0.630286983325332 44.8465242541052, -0.63127641673232 44.8462827982765, -0.632075018199764 44.8461819175396, -0.632359518872608 44.8461895039483, -0.632864036795259 44.8462483512655);-0,625015394100907;44,8473933826887
15979;Bande bilatérale;sem;pair et impair;LINESTRING (-0.558736962127661 44.8386487261932, -0.559039843959195 44.8384998100816, -0.559208065086832 44.8385381471355, -0.559304724659263 44.838606737138, -0.559305318512563 44.8387536385874, -0.561809242337033 44.8408122547787, -0.561945734587563 44.8408471672387, -0.562058801067065 44.8409147911553, -0.562082253840048 44.8410176488413, -0.562003873787012 44.8411035161943, -0.561857048818108 44.8411943183079);-0,558736962127661;44,8386487261932
15980;Bande unilatérale;fondaudege;pair;LINESTRING (-0.578643576809903 44.8456265956733, -0.579188309408709 44.8460138369922, -0.580495746150966 44.8469476539077, -0.582162006964952 44.8481468916558, -0.582751927708064 44.8485737718431, -0.583037285126918 44.8487762981517, -0.583216455277263 44.8488656925664, -0.584316560449968 44.8493511785627, -0.584692560063473 44.8495307583375, -0.585300454795921 44.8498206777349);-0,578643576809903;44,8456265956733
15981;Bande unilatérale;st genes;impair;LINESTRING (-0.578343357309859 44.8308354228162, -0.578934715341786 44.8297399969788, -0.579660587936795 44.8283080267906, -0.580345932464708 44.8270046103283, -0.580666374930709 44.8264007120768, -0.580746805760859 44.8262365754415, -0.581692915070219 44.8244027416603, -0.581800833380022 44.8241840503775, -0.582016807926245 44.8235392065203, -0.582148231242492 44.8231306045584, -0.582325758092867 44.822630919939, -0.582529370352996 44.8219828606761, -0.582567027888491 44.8218719560242);-0,578343357309859;44,8308354228162
15982;Bande unilatérale;deschamps;pair et impair;LINESTRING (-0.560270518079601 44.8399001560043, -0.559129568413021 44.8389090283618, -0.558736962127661 44.8386487261932, -0.557400187579859 44.8377187454884, -0.556263186523892 44.8370259020023, -0.55460746147896 44.8360384791741, -0.554355484193297 44.8358941160604, -0.553422526436098 44.8353329642147, -0.553163048776088 44.8352044166153, -0.552928848560589 44.8350751692574, -0.551305074431737 44.8342242552476, -0.550729694027593 44.8339489136179, -0.550052305526106 44.8336040579561);-0,560270518079601;44,8399001560043
15983;Bande unilatérale;pelleport;pair;LINESTRING (-0.558046546007858 44.8238913835407, -0.558149530275199 44.8238947383873, -0.558247653285683 44.8238726625185, -0.55960170132028 44.8233825156626, -0.560434057812463 44.8230735271117, -0.562173404980244 44.8224266202653, -0.5626337350039 44.8222709594321, -0.563553786458129 44.8219417250611, -0.56544943835771 44.8212937428579, -0.565797760198658 44.8211936455988, -0.567798390174494 44.8206495275579, -0.568296414952534 44.8205103163693, -0.568901972741945 44.8203397142914, -0.569625923074673 44.8201414323935, -0.570262272879797 44.819963370774, -0.57223792216909 44.8194259013222);-0,558046546007858;44,8238913835407
15989;Bande unilatérale;jules simon;impair;LINESTRING (-0.547013432889081 44.8436959918177, -0.54699036158166 44.8442548407519, -0.546968144322142 44.8448316788198, -0.546934137895745 44.8454268099836, -0.546915891235519 44.8460845953052, -0.546892531035991 44.8464619437609, -0.546887530500473 44.8465925340331, -0.546886243269148 44.846803989617, -0.546862416306479 44.8475767994356, -0.546846702225056 44.8479857974624, -0.546914278165519 44.8481023255433);-0,547013432889081;44,8436959918177
15990;Bande unilatérale;balguerie;pair;LINESTRING (-0.566864446473689 44.8583260738198, -0.56686334781986 44.8583267388048, -0.566019500116402 44.8589241933466, -0.565713640392901 44.8591389763665, -0.565077482012728 44.8595871408914, -0.564869642440508 44.8597364262859, -0.564537248411426 44.8599707733908, -0.56419652385674 44.8602035786699, -0.563144772525876 44.8609502955312, -0.562618823421373 44.8613236522707, -0.562167101665043 44.8616460407056, -0.561187961023375 44.8623409218687, -0.560417174204739 44.8628825381564, -0.559842016082781 44.8632840834097, -0.559376986968661 44.8636109294243, -0.558391591680489 44.8643081417322);-0,566864446473689;44,8583260738198
15991;Bande bilatérale;raccordement;pair et impair;LINESTRING (-0.566347148176676 44.8637423864982, -0.565800981021643 44.8637504870681, -0.565324375905204 44.863820363089, -0.564780284454618 44.8639765748371, -0.564405768839296 44.8641692715924, -0.563744376398747 44.8646180362211, -0.562731340806118 44.8653818203373, -0.562161720386119 44.8657460908205, -0.561948013404298 44.8658419560913, -0.56113293194993 44.8660489650539);-0,566347148176676;44,8637423864982
15993;Piste bidirectionnelle;bricaud;pair et impair;LINESTRING (-0.561697319657644 44.8900312484539, -0.561689878075828 44.8898761845708, -0.561648324598104 44.8898333451943, -0.56151048126752 44.8897477566131, -0.561345845470875 44.8896285053117, -0.561121183937287 44.8894238438814, -0.560915710001258 44.889211826206, -0.560390789344376 44.8884447281295, -0.560381422093125 44.8883854786185, -0.560439533450226 44.8882904300132, -0.560453734008564 44.8881758557418, -0.560449199746547 44.888092313921, -0.560424965937031 44.8880283045741, -0.560341849593733 44.8879383014983, -0.56035287449818 44.8878748113345, -0.560591881917306 44.88714805695, -0.560707129893105 44.8869606922067, -0.560925998500807 44.8867093740728);-0,561697319657644;44,8900312484539
15994;Piste bidirectionnelle;40 journaux;pair et impair;LINESTRING (-0.57013081278271 44.8744906709921, -0.569886623200905 44.8746101162358, -0.569763078778341 44.8747138880865, -0.569703394589365 44.8747871925301, -0.569650316297599 44.8748710093389, -0.56961068814088 44.8749715196234, -0.569598109465909 44.8750996471214, -0.569656737412384 44.8755895547921, -0.569652053064677 44.8756917620571, -0.569642547595252 44.8761023735168, -0.569630153238465 44.8763111166271, -0.56950656210543 44.8768412371078, -0.569521933927639 44.8769379513146, -0.56944542264294 44.8770096210952, -0.569224553166724 44.8769087190234, -0.569055939827226 44.8769436403586, -0.568920549425644 44.8770505748265, -0.568885533994848 44.8771805764034, -0.568661174411609 44.8772113891276);-0,57013081278271;44,8744906709921
15995;Piste bidirectionnelle;souys;pair et impair;LINESTRING (-0.55009726854827 44.8335468959836, -0.542363076000436 44.8295014470018, -0.538395589658183 44.827160438669, -0.536119087530106 44.8254879243761, -0.535555018461171 44.8250084912156, -0.53487423156929 44.8243718016788);-0,55009726854827;44,8335468959836
15996;Piste bidirectionnelle;queyries;pair;LINESTRING (-0.561857048818108 44.8411943183079, -0.561910638885519 44.8412378609944, -0.562557663160331 44.8417871818653, -0.563108682555526 44.8422375349933, -0.563559796949084 44.842626246751, -0.564141576618302 44.8434629756994, -0.56424275428344 44.8438826419666, -0.564653198723402 44.8457028224748, -0.564752110977947 44.8461532766164, -0.564754986327608 44.846269299548, -0.564658854728385 44.8467476622203, -0.564347314768072 44.8473321293282, -0.564180704751843 44.8476149733246);-0,561857048818108;44,8411943183079
